Doc_No,Shipment,PurchDoc,Item_1,Material,Material_Description,Plnt,SLoc,PO_Quantity,OUn,OUn1,Item_2,Delivery,Reference,Supplier,POrg,PGr,Vendor,ShPt,DelivDate,Doc_Date,Ext_Order_Pos,Ext_Order_Number,SupplVndr,TrackingNo,Reservation,Reservation_item,Reservation_order_date,Diffdays,key_material
4051475564,10323344,4536948484,1,228342,Ceiling clip X-ECC MX,3000,1,768000000000.0,PC,PC,10,680830558,1151614592.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56193733,HUS4701,D147017,13147017,0,2024-03-13,0.0,3000/228342
4051475564,10323344,4536948485,1,228342,Ceiling clip X-ECC MX,3000,1,768000000000.0,PC,PC,10,680830559,1151614593.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56193733,HUS4701,D147017,13147017,0,2024-03-13,0.0,3000/228342
4051475564,10323344,4536948486,1,228342,Ceiling clip X-ECC MX,3000,1,672000000000.0,PC,PC,10,680830560,1151614595.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56193733,HUS4701,D147017,13147017,0,2024-03-13,0.0,3000/228342
4051475564,10323344,4536948487,1,2207574,"Flush anchor HDV 1/4""",3000,1,10000000000.0,PC,PC,10,680830561,1151614586.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56288697,HUS4701,D335599005,13335599,5,2024-06-13,-5.0,3000/2207574
4051475564,10323344,4536948487,2,2207574,"Flush anchor HDV 1/4""",3000,1,184000000000.0,PC,PC,20,680830561,1151614586.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56288697,HUS4701,D335599006,13335599,6,2024-06-13,9.0,3000/2207574
4051475564,10323344,4536948487,3,2207574,"Flush anchor HDV 1/4""",3000,1,6000000000.0,PC,PC,30,680830561,1151614586.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,50,56288697,HUS4701,D335599009,13335599,9,2024-06-13,2.0,3000/2207574
4051475564,10323344,4536948488,1,285703,Wood/drywall screwdriver SD 2500 120V,3000,1,10000000.0,PC,PC,10,680830562,1151607720.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56284181,HUS4701,D327433018,13327433,18,2024-06-10,9.0,3000/285703
4051475564,10323344,4536948489,1,2372875,Battery charger C 4/12-50 115V box,3000,1,350000000.0,PC,PC,10,680830563,1151607725.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56291814,HUS4701,D341657004,13341657,4,2024-06-17,-33.0,3000/2372875
4051475564,10323344,4536948491,1,2260054,Battery charger C 8-22 115V box,3000,1,200000000.0,PC,PC,10,680830564,1151607734.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56276988,HUS4701,D316765001,13316765,1,2024-06-03,-41.0,3000/2260054
4051475564,10323344,4536948491,2,2028878,Battery charger C 4/36-350 115V box,3000,1,800000000.0,PC,PC,20,680830564,1151607734.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56280099,HUS4701,D321551001,13321551,1,2024-06-05,-41.0,3000/2028878
4051475564,10323344,4536948492,1,383956,"Twist drill bit HSS 3/8"" (6)",3000,1,480000000.0,PC,PC,10,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56288768,HUS4701,D335877011,13335877,11,2024-06-13,-12.0,3000/383956
4051475564,10323344,4536948492,2,383956,"Twist drill bit HSS 3/8"" (6)",3000,1,480000000.0,PC,PC,20,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56288768,HUS4701,D335877035,13335877,35,2024-06-13,-33.0,3000/383956
4051475564,10323344,4536948492,3,427728,Circular saw WSC 7.25-S 120V box,3000,1,160000000.0,PC,PC,30,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56293462,HUS4701,D345776001,13345776,1,2024-06-18,-47.0,3000/427728
4051475564,10323344,4536948492,4,282301,Flat chisel TE-CX FM 25,3000,1,300000000.0,PC,PC,40,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56293500,HUS4701,D345982001,13345982,1,2024-06-18,-55.0,3000/282301
4051475564,10323344,4536948492,5,2254658,Pointed chisel TE-HX SM 50,3000,1,150000000.0,PC,PC,50,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56293573,HUS4701,D345838001,13345838,1,2024-06-18,-55.0,3000/2254658
4051475564,10323344,4536948492,6,2341070,"Hammer drill bit TE-C 5/8""-8""",3000,1,550000000.0,PC,PC,60,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56293574,HUS4701,D345839001,13345839,1,2024-06-18,-55.0,3000/2341070
4051475564,10323344,4536948492,7,2165909,"Hammer drill bit TE-YX 26/52 1""-21""",3000,1,400000000.0,PC,PC,70,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56294826,HUS4701,D347492001,13347492,1,2024-06-19,-55.0,3000/2165909
4051475564,10323344,4536948492,8,2341100,"Hammer drill bit TE-CX 5/8""-12""",3000,1,800000000.0,PC,PC,80,680830565,1151610538.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56294826,HUS4701,D347492002,13347492,2,2024-06-19,-55.0,3000/2341100
4051475564,10323344,4536948493,1,2372875,Battery charger C 4/12-50 115V box,3000,1,400000000.0,PC,PC,10,680830566,1151610544.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56299252,HUS4701,D358348005,13358348,5,2024-06-24,-40.0,3000/2372875
4051475564,10323344,4536948494,1,2341070,"Hammer drill bit TE-C 5/8""-8""",3000,1,2000000000.0,PC,PC,10,680830567,1151610566.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56173430,HUS4701,D103594001,13103594,1,2024-02-26,57.0,3000/2341070
4051475564,10323344,4536948494,2,2341066,"Hammer drill bit TE-C 1/2""-12""",3000,1,110000000.0,PC,PC,20,680830567,1151610566.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56211147,HUS4701,D186968005,13186968,5,2024-04-01,15.0,3000/2341066
4051475564,10323344,4536948494,3,2254658,Pointed chisel TE-HX SM 50,3000,1,240000000.0,PC,PC,30,680830567,1151610566.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56273297,HUS4701,D302956001,13302956,1,2024-05-29,-41.0,3000/2254658
4051475564,10323344,4536948494,4,2025586,Spade bit WDB-S-H1/4 1/2x6,3000,1,60000000.0,PC,PC,40,680830567,1151610566.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56284224,HUS4701,D328225006,13328225,6,2024-06-10,9.0,3000/2025586
4051475564,10323344,4536948494,5,2025586,Spade bit WDB-S-H1/4 1/2x6,3000,1,60000000.0,PC,PC,50,680830567,1151610566.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,70,56284224,HUS4701,D328225024,13328225,24,2024-06-10,-19.0,3000/2025586
4051475564,10323344,4536948494,6,282301,Flat chisel TE-CX FM 25,3000,1,200000000.0,PC,PC,60,680830567,1151610566.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56288677,HUS4701,D334843001,13334843,1,2024-06-13,-55.0,3000/282301
4051475564,10323344,4536948495,1,2206755,"Hammer drill bit TE-CX 7/8""-10""",3000,1,150000000.0,PC,PC,10,680830568,1151610568.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56296197,HUS4701,D352398001,13352398,1,2024-06-20,-55.0,3000/2206755
4051475564,10323344,4536948496,1,2025594,Spade bit WDB-S-H1/4 1 1/4x6,3000,1,30000000.0,PC,PC,10,680830569,1151610569.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56291742,HUS4701,D342569001,13342569,1,2024-06-17,-47.0,3000/2025594
4051475564,10323344,4536948496,2,2025586,Spade bit WDB-S-H1/4 1/2x6,3000,1,60000000.0,PC,PC,20,680830569,1151610569.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56291742,HUS4701,D342569013,13342569,13,2024-06-17,-47.0,3000/2025586
4051475564,10323344,4536948497,1,423471,"Screw anchor KH-EZ 1/4""x1 5/8"" I 1/4""",3000,1,5000000000.0,PC,PC,10,680830570,1151610571.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56294835,HUS4701,D347853001,13347853,1,2024-06-19,0.0,3000/423471
4051475564,10323344,4536948497,2,423471,"Screw anchor KH-EZ 1/4""x1 5/8"" I 1/4""",3000,1,5000000000.0,PC,PC,20,680830570,1151610571.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56294837,HUS4701,D347854001,13347854,1,2024-06-19,0.0,3000/423471
4051475564,10323344,4536948497,3,2207574,"Flush anchor HDV 1/4""",3000,1,20000000000.0,PC,PC,30,680830570,1151610571.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56294838,HUS4701,D347855001,13347855,1,2024-06-19,0.0,3000/2207574
4051475564,10323344,4536948498,1,2198016,"Anchor rod HAS-E-55 3/4""x6""",3000,1,200000000.0,PC,PC,10,680830571,1151610572.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56288896,HUS4701,D335927001,13335927,1,2024-06-14,9.0,3000/2198016
4051475564,10323344,4536948498,2,2018444,"Anchor rod HIT-Z 1/2"" x 6 1/2""",3000,1,4000000000.0,PC,PC,20,680830571,1151610572.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56290254,HUS4701,D337862006,13337862,6,2024-06-14,-55.0,3000/2018444
4051475564,10323344,4536948499,1,418046,"Screw anchor KH-EZ 1/4""x3""",3000,1,4000000000.0,PC,PC,10,680830572,1151610573.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56297526,HUS4701,D354269001,13354269,1,2024-06-21,-26.0,3000/418046
4051475564,10323344,4536948500,1,418045,"Screw anchor KH-EZ 1/4""x2 5/8""",3000,1,1000000000.0,PC,PC,10,680830573,1151610574.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56291807,HUS4701,D343523014,13343523,14,2024-06-17,-41.0,3000/418045
4051475564,10323344,4536948501,1,2197973,"Anchor rod HAS-B-105 HDG 5/8""x8""",3000,1,200000000.0,PC,PC,10,680830574,1151610577.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56297523,HUS4701,D354212001,13354212,1,2024-06-21,-5.0,3000/2197973
4051475564,10323344,4536948501,2,418040,"Screw anchor KH-EZ 1/4""x2 1/2"" I 3/8""",3000,1,1000000000.0,PC,PC,20,680830574,1151610577.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56297523,HUS4701,D354212002,13354212,2,2024-06-21,-5.0,3000/418040
4051475564,10323344,4536948503,1,2198038,"Anchor rod HAS-V-36 HDG 5/8""x8""",3000,1,200000000.0,PC,PC,10,680830575,1151610582.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,60,56297520,HUS4701,D354207011,13354207,11,2024-06-21,-5.0,3000/2198038
4051475564,10323344,4536948504,1,2210258,Ultimate exp anc KB-TZ2 1/2x8 1/2,3000,1,4000000000.0,PC,PC,10,680830576,1151611985.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56278515,HUS4701,D319227004,13319227,4,2024-06-04,16.0,3000/2210258
4051475564,10323344,4536948505,1,233868,"Twist drill bit HSS 1/16"" (12)",3000,1,120000000.0,PC,PC,10,680830577,1151611990.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56288768,HUS4701,D335877032,13335877,32,2024-06-13,9.0,3000/233868
4051475564,10323344,4536948506,1,2341099,"Hammer drill bit TE-CX 5/8""-8""",3000,1,1000000000.0,PC,PC,10,680830578,1151611992.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56294826,HUS4701,D347492003,13347492,3,2024-06-19,-55.0,3000/2341099
4051475564,10323344,4536948507,1,2101533,Firestop sealant FS-ONE MAX 5GAL PAIL,3000,1,180000000.0,PC,PC,10,680830579,1151614587.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56267177,HUS4701,D292259004,13292259,4,2024-05-23,23.0,3000/2101533
4051475564,10323344,4536948508,1,2101533,Firestop sealant FS-ONE MAX 5GAL PAIL,3000,1,180000000.0,PC,PC,10,680830580,1151614588.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56267177,HUS4701,D292259004,13292259,4,2024-05-23,23.0,3000/2101533
4051475564,10323344,4536948509,1,2101533,Firestop sealant FS-ONE MAX 5GAL PAIL,3000,1,180000000.0,PC,PC,10,680830581,1151614589.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56267177,HUS4701,D292259004,13292259,4,2024-05-23,23.0,3000/2101533
4051475564,10323344,4536948510,1,2101533,Firestop sealant FS-ONE MAX 5GAL PAIL,3000,1,60000000.0,PC,PC,10,680830582,1151614591.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56267177,HUS4701,D292259004,13292259,4,2024-05-23,23.0,3000/2101533
4051475564,10323344,4536948511,1,2121127,Angle grinder AG 500-11S 120V,3000,1,80000000.0,PC,PC,10,680830583,1151607722.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56291715,HUS4701,D342798001,13342798,1,2024-06-17,7.0,3000/2121127
4051475564,10323344,4536948512,1,2313441,Hand-held gas saw DSH 600-X,3000,1,30000000.0,PC,PC,10,680830584,1151607702.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56290254,HUS4701,D337862005,13337862,5,2024-06-14,-55.0,3000/2313441
4051475564,10323344,4536948513,1,2341250,Pointed chisel TE-SX SM 70,3000,1,100000000.0,PC,PC,10,680830585,1151610570.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56296241,HUS4701,D352415001,13352415,1,2024-06-20,-55.0,3000/2341250
4051475564,10323344,4536948514,1,2221942,"Screw anchor KH-EZ CRC 3/8""x3""",3000,1,500000000.0,PC,PC,10,680830586,1151610578.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56261476,HUS4701,D281440001,13281440,1,2024-05-17,35.0,3000/2221942
4051475564,10323344,4536948515,1,2183607,Crimping dies NCR SU CU 2/0,3000,1,10000000.0,PC,PC,10,680830587,1151610579.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,40,56276873,HUS4701,D316912004,13316912,4,2024-06-03,21.0,3000/2183607
4051475564,10323344,4536948516,1,331456,"Impact socket S-NSD 1/2""-1-1/4"" S",3000,1,10000000.0,PC,PC,10,680830588,1151610580.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,80,56284224,HUS4701,D328225002,13328225,2,2024-06-10,-12.0,3000/331456
4051475564,10323344,4536948516,2,305474,"Impact socket S-NSD 1/2""-5/8"" S",3000,1,10000000.0,PC,PC,20,680830588,1151610580.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,90,56284224,HUS4701,D328225004,13328225,4,2024-06-10,-12.0,3000/305474
4051475564,10323344,4536948517,1,2211595,"Strut clamp MH-RSC 3/4"" HDG rigid",3000,1,2000000000.0,PC,PC,10,680830589,1151610581.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56285952,HUS4701,D331668013,13331668,13,2024-06-12,9.0,3000/2211595
4051475564,10323344,4536948518,1,2194353,Elec. connector X-BT-ER W10/7 SN 8,3000,1,16000000000.0,PC,PC,10,680830590,1151611986.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56287267,HUS4701,D333457001,13333457,1,2024-06-12,-41.0,3000/2194353
4051475564,10323344,4536948519,1,2183605,Crimping dies NCR SU CU 1,3000,1,10000000.0,PC,PC,10,680830591,1151611989.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56236306,HUS4701,D235046001,13235046,1,2024-04-23,-48.0,3000/2183605
4051475564,10323344,4536948520,1,348824,"Impact socket S-NSD 1/2""-9/16"" L",3000,1,10000000.0,PC,PC,10,680830592,1151611991.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56284224,HUS4701,D328225001,13328225,1,2024-06-10,-12.0,3000/348824
4051475564,10323344,4536948521,1,336428,"Flush anchor HDI 5/8""",3000,1,4000000000.0,PC,PC,10,680830593,1151611997.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56297520,HUS4701,D354207004,13354207,4,2024-06-21,-12.0,3000/336428
4051475564,10323344,4536948521,2,336428,"Flush anchor HDI 5/8""",3000,1,5000000000.0,PC,PC,20,680830593,1151611997.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,40,56297520,HUS4701,D354207007,13354207,7,2024-06-21,-5.0,3000/336428
4051475564,10323344,4536948522,1,418046,"Screw anchor KH-EZ 1/4""x3""",3000,1,4000000000.0,PC,PC,10,680830594,1151611998.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,20,56299302,HUS4701,D358785003,13358785,3,2024-06-24,-26.0,3000/418046
4051475564,10323344,4536948522,2,2197973,"Anchor rod HAS-B-105 HDG 5/8""x8""",3000,1,400000000.0,PC,PC,20,680830594,1151611998.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,30,56299302,HUS4701,D358785004,13358785,4,2024-06-24,-5.0,3000/2197973
4051475564,10323344,4536948523,1,336247,Sleeve anchor HLC-HX 3/8x3,3000,1,4500000000.0,PC,PC,10,680830595,1151611999.0,HUS4701,3000,MX1,9999.0,3000,2024-07-09,2024-06-26,10,56297520,HUS4701,D354207001,13354207,1,2024-06-21,-12.0,3000/336247
4051475516,10325722,4536948930,1,2203660,Flange DGH 130,8750,1,200000000.0,PC,PC,10,680830903,58114419.0,HLI0550,8750,L05,9999.0,8750,2024-07-03,2024-06-26,10,56299993,HLI0550,D359035001,13359035,1,2024-06-24,1.0,8750/2203660
4051475516,10325722,4536948931,1,2332313,Jig saw blade SPX 59 (5) stainless steel,8750,1,200000000.0,PC,PC,10,680830904,58114419.0,HLI0550,8750,L09,9999.0,8750,2024-07-03,2024-06-26,10,56300124,HLI0550,D358512001,13358512,1,2024-06-24,1.0,8750/2332313
4051475516,10325722,4536948932,1,2105888,Stud anchor HST3 M8x75 -/10,8750,1,1000000000.0,PC,PC,10,680830905,58114838.0,HLI0550,8750,L02,9999.0,8750,2024-07-03,2024-06-26,20,56300765,HLI0550,D361211002,13361211,2,2024-06-25,0.0,8750/2105888
4051475516,10325722,4536948932,2,2113979,Stud anchor HST3 M12x95 20/-,8750,1,1000000000.0,PC,PC,20,680830905,58114838.0,HLI0550,8750,L02,9999.0,8750,2024-07-03,2024-06-26,30,56300765,HLI0550,D361211003,13361211,3,2024-06-25,0.0,8750/2113979
4051475522,10325723,4536948948,1,2323246,Threaded stud X-M6-8-62 DP7 SCT B3,3000,1,15000000000.0,PC,PC,10,680830907,58114896.0,HLI0550,3000,MX1,9999.0,3000,2024-07-01,2024-06-26,20,56286820,HLI0550,D330963001,13330963,1,2024-06-11,14.0,3000/2323246
4051475522,10325723,4536948949,1,2323246,Threaded stud X-M6-8-62 DP7 SCT B3,3000,1,5000000000.0,PC,PC,10,680830908,58115010.0,HLI0550,3000,MX1,9999.0,3000,2024-07-01,2024-06-26,20,56286820,HLI0550,D330963001,13330963,1,2024-06-11,14.0,3000/2323246
4051475522,10325723,4536948950,1,2346085,"Torque tool S-BT 1/4"" - 16Nm",3000,1,10000000.0,PC,PC,10,680830909,58115359.0,HLI0550,3000,MX1,9999.0,3000,2024-07-01,2024-06-26,10,56301147,HLI0550,D361987001,13361987,1,2024-06-25,0.0,3000/2346085
4051475614,10323348,4536949301,1,2183601,Crimping dies NCR SU CU 8,3000,1,10000000.0,PC,PC,10,680831135,1151613632.0,HUS4701,3000,MX1,9999.0,3000,2024-07-04,2024-06-26,10,56294984,HUS4701,D347616001,13347616,1,2024-06-19,0.0,3000/2183601
4051475614,10323348,4536949301,2,2183607,Crimping dies NCR SU CU 2/0,3000,1,10000000.0,PC,PC,20,680831135,1151613632.0,HUS4701,3000,MX1,9999.0,3000,2024-07-04,2024-06-26,10,56294985,HUS4701,D347617001,13347617,1,2024-06-19,0.0,3000/2183607
4051475614,10323348,4536949301,3,2183654,Crimping dies NCR SU CU 500,3000,1,10000000.0,PC,PC,30,680831135,1151613632.0,HUS4701,3000,MX1,9999.0,3000,2024-07-04,2024-06-26,20,56294985,HUS4701,D347617002,13347617,2,2024-06-19,0.0,3000/2183654
4051474689,10321076,4536939535,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823121,58112861.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939536,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823122,58112863.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939537,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823123,58112864.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939538,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823124,58112865.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939539,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823125,58112866.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939540,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823126,58112867.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939541,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823127,58112868.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939542,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823128,58112917.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474689,10321076,4536939544,1,2105698,Gas can GC 42,8650,1,180000000.0,PC,PC,10,680823129,58112136.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295227,HLI0550,D348768001,13348768,1,2024-06-20,0.0,8650/2105698
4051474692,10321077,4536939557,1,2273202,ON!Track smart tag AI T320,8650,1,1000000000.0,PC,PC,10,680823142,58113079.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295407,HLI0550,D348222001,13348222,1,2024-06-19,0.0,8650/2273202
4051474692,10321077,4536939558,1,2273202,ON!Track smart tag AI T320,8650,1,2000000000.0,PC,PC,10,680823143,58113347.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295407,HLI0550,D348222001,13348222,1,2024-06-19,0.0,8650/2273202
4051474692,10321077,4536939559,1,2273202,ON!Track smart tag AI T320,8650,1,2000000000.0,PC,PC,10,680823144,58113080.0,HLI0550,8650,CL1,9999.0,8650,2024-07-03,2024-06-25,10,56295407,HLI0550,D348222001,13348222,1,2024-06-19,0.0,8650/2273202
4051449942,10200516,4536607623,1,2123404,Injectable mortar HIT-RE 500 V3/500/1,3000,1,4800000000.0,PC,PC,10,209821763,58057305.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,40,56206918,HLI0550,D175541003,13175541,3,2024-03-26,0.0,3000/2123404
4051449942,10200516,4536607633,1,2123401,Injectable mortar HIT-RE 500 V3/330/1,3000,1,2000000000.0,PC,PC,10,209821772,58057318.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,10,56161959,HLI0550,D086157004,13086157,4,2024-02-15,14.0,3000/2123401
4051450505,10200517,4536607652,1,2031400,Injectable mortar HIT-MM PLUS 500/2,3000,1,3200000000.0,PC,PC,10,209821791,58057315.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,10,56189680,HLI0550,D142308004,13142308,4,2024-03-11,14.0,3000/2031400
4051450505,10200517,4536607658,1,338725,Firestop foam CP 620 US,3000,1,360000000.0,PC,PC,10,209821797,58057090.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,10,56215435,HLI0550,D193753001,13193753,1,2024-04-04,-28.0,3000/338725
4051450506,10200518,4536607664,1,237345,Universal nail X-U 19 MX,3000,1,4000000000.0,PC,PC,10,209821803,58057108.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,10,56228186,HLI0550,D220278001,13220278,1,2024-04-17,0.0,3000/237345
4051450519,10202509,4536607665,1,2334276,Injectable mortar HY 200-R V3 330/1/WH,3000,1,1000000000.0,PC,PC,10,209821804,58059360.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,40,56202222,HLI0550,D164370009,13164370,9,2024-03-22,0.0,3000/2334276
4051450503,10200515,4536608306,1,2265707,"Hand-held gas saw DSH 900-X 16""",3000,1,20000000.0,PC,PC,10,209822296,58056460.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,200,56205516,HLI0550,D173249010,13173249,10,2024-03-26,0.0,3000/2265707
4051450503,10200515,4536608320,1,2190880,Ferroscan PS 300 kit,3000,1,40000000.0,PC,PC,10,209822309,58056459.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,40,56223161,HLI0550,D209093009,13209093,9,2024-04-11,0.0,3000/2190880
4051450503,10200515,4536608321,1,2264046,Laser receiver PMA 32,3000,1,60000000.0,PC,PC,10,209822310,58057662.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,10,56216131,HLI0550,D195744006,13195744,6,2024-04-05,0.0,3000/2264046
4051450503,10200515,4536608327,1,431364,Floor saw cart DSH-FSC,3000,1,10000000.0,PC,PC,10,209822315,58058550.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,20,56228095,HLI0550,D220368002,13220368,2,2024-04-17,0.0,3000/431364
4051450503,10200515,4536608329,1,2156230,ON!Track gateway AI G125,3000,1,10000000.0,PC,PC,10,209822316,58057109.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,130,56216131,HLI0550,D195744008,13195744,8,2024-04-05,0.0,3000/2156230
4051450503,10200515,4536608331,1,2243416,Non-woven flap wheel A-GPB 100 SPX med,3000,1,10000000.0,PC,PC,10,209822318,58057100.0,HLI0550,3000,MX1,9999.0,3000,2024-07-10,2024-04-24,10,56229731,HLI0550,D222649001,13222649,1,2024-04-17,0.0,3000/2243416
